reviewText,overall,sentiment
"I use the almost every day for everything from soup in the microwave to dinner leftovers going to the fridge. They survive the dishwasher on normal cycle in the top rack without melting and I microwave food in them all the time. On average, I probably get four months of repetitive, hard use out of a set before replacement is necessary. I treat the Glad storage containers like regular dishes and they hold up much longer than expected for the price.",5.0,positive
"I gave it a one because it is easy to apply (i.e. glides on smooth) - but other than that, it is awful!  It is smudged and I had ""raccoon eyes"" within 1 hour of application - I wish I could get a refund! uuggghhhh",1.0,negative
Bland flavor,2.0,negative
WHAT YOU WOULD EXPECT,4.0,positive
Part of a care package for a needy family.,4.0,positive
"It's like lays onion and garlic, but with a blast of spice.",5.0,positive
Thought they would be good. We need to use two or three of these to dry our hands. They are rough and do not absorb well.,1.0,negative
a strange after taiste.,2.0,negative
Wrong product,1.0,negative
Will return,1.0,negative
As expected,4.0,positive
i got a stomach virus after eating this peanut butter.,2.0,negative
"Won't purchase again, I can do better from scratch.",2.0,negative
"I will not buy again.  I usually buy Hatchbox or Inland but they did not have Chocolate.
Not because  Hatchbox or Inland is great but because most formulas print at same temp and speed with no problems no matter the color.
This filament does not stick to my plastic build plate.  Maybe it sticks to something else but not my build plate.
I had to go from normal 200C to 230C to even have a chance and it still separated (lifted).",2.0,negative
"Gross. Had a few cups, gave the rest away.",1.0,negative
Loudest fan ever! I threw it away.,1.0,negative
"One can hear well but because the head is too loose, it flip flops to one side to another. I will not buy again.",2.0,negative
Great snack!,4.0,positive
"Delicious, but the price per Oz is higher than elsewhwere (seems like a tiny jar compared to SAM'S)",4.0,positive
great deal,5.0,positive
Great Product.,5.0,positive
we love home baked rolls,5.0,positive
This is a great product it's a big box for the price and it taste great. Will buy again we love it .,5.0,positive
Tastes like fall.  It seems like I remember it having larger pieces in the past.  Pour a small bowl so it doesn't go soggy on you.,4.0,positive
Good product.  Good service.,4.0,positive
This has to be the worse sparkling water I have ever tasted. The first sip I almost gagged. The carbonation is the only thing I tasted absolutely no flavor at all. I would not recommend this to anyone. Not even sure if it was made as mixed drink if it would taste well.,1.0,negative
"Really like Kettle brand chips but I found this flavor a bit weak. I probably would not buy it again since I would go for somethign with more flavor, like jalapeno... so knocking 1 star off... it's certainly not bad, just not good enough for 5 stars.",4.0,positive
"The parts of the hinge that are undamaged look great, perfect for my project. However, the packaging was pitiful. Two 4' flimsy boxes taped end-to-end. No paper inside, nothing to stiffen the box. It should have been in a heavy cardboard tube. The box had a couple of soft spots, and when I pulled the hinge out, it was bent severely in several places. The price was right, the quality seems good, but if I order an 8' hinge, I expect to be able to use 8' of it.",2.0,negative
"The chips tasted good , but, were all broken up.  Same with the other cans.  Maybe because it was a large Oder with",2.0,negative
"The lifespan of this device seems to be quite limited. A couple of years ago, I bought 2 of these for my 2 boys. One of them stopped working after a couple of weeks - was able to return it to Amazon and get a replacement - and the other stopped after a little over one month. The replacement stopped working after about one month as well.

The big problem with this toothbrush is the battery compartment. Since it's using 'throw away' batteries, a bad thing by itself, there is a need for a lid to allow removal/insertion of batteries. At this price, the lid does not close tightly and water creeps in. Eventually, the entire thing stops working.

Pros for this toothbrush:
- low price.

Cons:
- short life due to almost inevitable water damage
- use of 'throw away' batteries

My recommendation: avoid.

Spend a few more and get a true Sonicare. You won't regret it. I've been using Sonicare tooth brushes for almost 10 years now. My first one was replaced after more than 5 years, mostly because I wanted a new one. My current is alive and kicking and it's likely to last for many more years if I don't choose to replace it.",2.0,negative
"Going to get right to the point.  Badly packaged.  There are 60 hand towel sheets in the box.  There is Room for a lot more.
The towels are soft, they absorb great, it's just weird that the towels are packed so loosely in the box.
I would buy a box with 2 x the towel for higher price in the same size box.
I am going to buy another box, because I want the BOX.  I have a craft idea.",2.0,negative
GREAT TASTE AND FRUIT TASTES FRESH PICKED.,5.0,positive
"Great low-calorie product.  Its an acquired taste.  The packaging is non-recyclable, and wastes product.

To avoid the waste, reclose the near-empty carton with the cap.  Tear off the cap and the screw-on mounting; this will leave you a hole in the top.  Using your thumb, expand the hole to the nearest corner.  This will give you a extra 2 tablespoons of liquid that you cannot get otherwise.",4.0,positive
"this is yummy .  actually to yummy.  it is very rich and easy to overdo with this .  this was another new product for me and it was not what i was expecting.  i was hoping for a peanutbutter substitute and it is not even close to that.  though it is delicious and i will probably order it again this is another example where a copy of the label is needed  ,,,,,  i know it is probably hard for many to understand but if you live in a small town you don't have access to many products that are common in the larger cities so you really don't know what is in there before you buy it.",4.0,positive
"This is not good quality tea or even as good as tea you get at a fast food restaurant. I bought this at a upscale grocery store in my area so surprised the taste was ""funky"" like a bad taste to it I couldn't quite put my  finger on.  A friend of mine came by an saw what was left of it in my fridge, which was most the bottle, and I told them go ahead an have it if they liked it, as I didn't.  They took two sips and made the same conclusion, they didn't like it either.  They said it tasted like it had been made with low quality water, as in unfiltered - even dirty tap water!  Maybe that was the unpleasant under taste I could not identify?
I do not suggest this tea - the rest is going in the trash as soon as I finish this review.",2.0,negative
"WHAT CAN YOU SAY ABOUT CUT GREEN BEANS, THEY WERE GREEN, AND THERE WAS NO SALT. IM HOPING THERE WERE VITAMINS OR SOME NUTRITIONAL VALUE.",5.0,positive
Like the flavor and the container.,4.0,positive
Bought to make manwiches when my grandkids come over. Easy quick meal that kids love. Great as sliders during the game season.,5.0,positive
Kinda stale though.,2.0,negative
"I do not like these sponges at all!  I thought I would give them a try bc my regular sponges were not offerered in Amazon prime. The ""scrubber"" part is awful!  It barely works from the start, and completely falls apart after minimal usage. Then you are left picking up little green pieces all over your dishes. These are also not as think as other sponges. I will never buy again. Horrible!",1.0,negative
Don't know if there is any difference between the various varieties of Progresso Minestrone. They all taste the same to me - great!,5.0,positive
I have been buying contact lens solution forever - and I like this one and I feel it is a good buy for my money.  I will keep reordering.,5.0,positive
Love this!,5.0,positive
good cereal,5.0,positive
sour tasting.,2.0,negative
mini mini,1.0,negative
Good value,4.0,positive
"This peanut butter is way too thick.  It is almost impossible to spread on bread.  Normally natural peanut butter is very oily, but this one seems to be missing any oils at all.  Wish I hadn't ordered 2 jars of this....",2.0,negative
"boy is this awful.  think of the worst-tasting artificial favored watermelon or banana candy you ever tried.  this is worse!  I really like most of the Dasani flavors, but they really missed with this one.",1.0,negative
GREAT  Taste!!  nk,5.0,positive
Tiny biscuits...not worth the price.,1.0,negative
Gave some of this to my sister and we both thought the pancakes and waffles were pretty good.,4.0,positive
"If I eat this again, I will be extremely hungry",2.0,negative
Not very flavorful,2.0,negative
excellent flavor and very crunchy,5.0,positive
Good taste but I did not like the dull almost brown color.,4.0,positive
"these tasted like bell pepper slices, no spice to them at all, seemed very old, no flavour at all, instead of green they were kind of yellowish, reminiscente of canned chiles I purchased in Sonora in 1968!!  I lived in Mexico for 20 years, so when it comes to chile I know what I am talking about.  Did not even eat the whole can, threw them out.  They say fire roasted, taste like they were boiled and cut up, no flavor at all.",1.0,negative
Prefer original,2.0,negative
Useless for humidity. Humidity was consistently 10% off versus 2 other humidity gauges I have.,1.0,negative
"I probably suck at making brownies but these turned out pretty crappy. Semi dry, hard and just not that great tasting.",2.0,negative
A snack your whole family can enjoy. We love Wheat Thins,5.0,positive
Doesn't suds up as much as I'd like but it works,4.0,positive
Love these chips,5.0,positive
perfect,5.0,positive
great,5.0,positive
"I love ginger but I haven't found a ginger candy I like until now. These were just as strong as I thought they would be, which is why I normally hate ginger candy, but they are chewy like toffee so you can eat them piece by piece. Plus there's a nice balance of spice and sweetness.",4.0,positive
Very good rice.  Like the flavor.  Add chicken for great meal.,5.0,positive
Good,4.0,positive
I mostly like the taste.  Too much salt tho.  Will be giving it to local free food pantry.  I've found other Campbell's chicken noddle soup that I oke better.  The Campbell's stuff I like the most also costs the most. Figures.,2.0,negative
Great convenience,5.0,positive
"It's very small, difficult to read, it can't tell you within a degree F what the temperature is because the graduations are spaced two degrees apart.  Accuracy?  I don't know; can't tell.",1.0,negative
"Gross will not ever order again, cannot stand these.",2.0,negative
"It was very, very salty.  This product did not taste good.  I gave it to a friend who said she liked it.  Not for me!",2.0,negative
Great taste,5.0,positive
just ok,2.0,negative
Did not work out of the box. Trimmer did not adjust anything. Many LED bars were out already. Would not change reading regardless of solution it was in. More junk being sold by Amazon.,1.0,negative
I either buy peanut butter from Vitacost.com which is just peanut butter or I buy the large size of  Planters Peanuts and make my own. I use either a blender or a whipping stick or anything that makes it into a spreadable health treat.,2.0,negative
"Sorry, but wish I could share the same 5 star enthusiasm as others, but this filament has been nothing but a headache. It has blobs, it's stringy, and let's just call it cloudy translucent, not clear.  I recently purchased  5 rolls of Tianse and 2 rolls of AIO Robotics. Both brands worked first time right out of the box, and continue to perform flawlessly without spending my life trying to dial in workable settings.",2.0,negative
Yum!!! Love this tuna in addition to the larger can.  You will need a manual or electric nan opener since it does not have a pop-top lid.,5.0,positive
"I bought this for Ghost Hunting and for that purpose it sucks, I tested it with the Ghost Meter a Gauss Meter and Mel Meter, whenever we got activity on our cams or DVR or audio, and the other meters went off, never once did thing detect anything, it's useless for Ghost Investigating, get a Rem Device they are 10x better than EMF Meters for detection.

DO NOT LISTEN TO ANY OF THE GOOD REVIEWS HERE, THOSE PEOPLE ARE EITHER PAID OR WORKING FOR PEOPLE THAT MAKE THESE, THEY DO NOT WORK, THEY ARE CRAP, DO NOT BUY THEM, I WOULD NOT GIVE 2 DOLLARS FOR ONE, YOU GET WHAT YOU PAY FOR, IF YOU WANT A GHOST HUNTING EMF METER, GET A MEL METER, OR A REM DEVICE, DON'T WASTE IT ON THIS THING, IT'S CHINESE JUNK AND DONT ANYONE POST ANYMORE QUESTIONS ON HOW TO USE THEM OR GET THEM TO WORK, THEY WON'T THEY COME WITH NO INSTRUCTIONS, DONT BUY PLAIN AND SIMPLE LISTEN TO ME.",1.0,negative
They are not very flavorful.  Just kind of bland.,2.0,negative
"Nice as a different side, the kids especially like it. Convenient, cheap and easy to make.",4.0,positive
yum yum,5.0,positive
good stuff,5.0,positive
Color is very faded.,1.0,negative
"I wish I had know that this was basically flavored water, it is ghastly...  I don't like sativa and that is one of the ingredients and it tastes like chemicals.  Sorry I purchased this water.  TOO sweet imo, and doesn't really taste like coconut water, more like artificially sweetened down water with a hint of coconut, left a horrible aftertaste too.  I love coconut water but not this stuff.",2.0,negative
"Another piece of overpriced junk from Chemical Guys - They're slapping their brand on anything and this is a prime example.
The sprayer falls apart quickly and the spray tube is about an inch too short to reach the bottom of the bottle.
This leaves a few ounces of product that you can't utilize.  They've been told of this defect and they stated that their bottles worked
""perfectly fine"".  That shows you the low level that their products and customer service have reached.
If you do get stuck with this bottle, you can order 6mm OD x 4mm ID Polyethylene flexible tubing, and you can cut a correct dip tube length.",1.0,negative
"Altho I enjoyed this soup, I did find the veggies underdone. I just slow heated them until they were cooked.",4.0,positive
"The new healthy version tastes really lousy compared to the original. The only good part of this version is the same sirloin burgers, but the sauce and vegetables were not good at all. Really disappointed.",2.0,negative
It's good!,5.0,positive
"Not bad, but it doesn't condition my hair well. I don't like this product and now I am just using it instead of a shaving gel! Just not to waste it.",2.0,negative
"Good but 4 for the price is over-priced really, 6 or 8 would be better, mostly gelatin also-at most about 1/12th of a small peach in each one - - it's not as though the maker isn't already a billionaire...",4.0,positive
As expected,5.0,positive
"These should be labeled ""mini rolls"".  Very small, not what I expected.",2.0,negative
"Fairly safe product for human use, but scent is a bit cloying",4.0,positive
"The entire bag was opened when it arrived, threw it out will by eat opened product",1.0,negative
Love this cornbread.  Almost as good as Trader Joes!,5.0,positive
Very good but I thought they were a little to thin,4.0,positive
"I use this brand as a staple. My only  mistake was not looking at the ounce size when I ordered, It will take me a year to use it up. I do like the taste.",4.0,positive
"We are always pleased with Amazon's packaging. Chips are never crushed or broken, always fresh. We really liked this brand/flavor of chips. Very tasty!",5.0,positive
This tastes like plastic and I don't even wanna be one of those reviewers that sound bougee it just does. I bought this not really knowing anything about caramel syrups and seeing the Hershey's name just made me think theirs should be the way to go but it truly just doesn't taste right whatsoever. I used this in a few of my homemade iced coffees and it barely even added any caramel flavor let alone the weird plastic off taste it gives that overshadows the barely existent caramel flavor I just mentioned. Do your research and get a syrup that actually tastes like what it's supposed to taste like. This is just one of those items you cant give the price too much influence in the majority of your buying decision for.,1.0,negative
"I find this patty paper to be thinner and less waxed that the commercial papers I have used.  The meat sticks to the paper and the patties are hard to separate.  There are better choices out there.
Wouldn't buy again.",2.0,negative
doesn't work that well,1.0,negative
"Healthy yes, tasty well I have to get use to it.",4.0,positive
Love lentils. Not as good as home made but close enough when I am short of time but in the mood,4.0,positive
"Good stuff, cinnamon and Life Multi-grain cereal, which I hear is better for you. Excellent price, hard to go wrong here.",4.0,positive
Taste seems a bit off and it isn't as good as Rice Dream even though it is a bit less in cost.,1.0,negative
ok,4.0,positive
Don't waste your money.  This seems to be a watered-down version of regular Dawn.  You have to use three times as much to get the job done.,1.0,negative
Had not seen the Milk Chocolate flavor in my area.  These were actually use for a wedding cake.  Really a great flavored cake mix.,5.0,positive
Very good rice. I read reviews and they are spot on!,5.0,positive
"Every now and then, you just have to throw caution to the winds, forget fat and cholesterol, and just enjoy life.  If it's in the morning, you could do a lot worse than celebrating with Hormel's Homestyle Corned Beef Hash and a couple of sunny side up eggs.  If you aren't going to make it from scratch, this is your hash. One can is a generous brunch for two.

Ketchup optional.",5.0,positive
wipes,4.0,positive
Thankyou,5.0,positive
Great product not sure if it was the best price.,4.0,positive
Good quality and price. Great service. Very functional.,5.0,positive
"Used once more than month ago, my eye lids still swollen! Bad product be aware!",1.0,negative
"I wish it was bigger, but I'm glad to have these in the morning and sometimes at night.",5.0,positive
great,5.0,positive
Different taste than others we have tried. very sweet and delish,5.0,positive
"Meh...very artificial flavor, would not buy again.",2.0,negative
great value item,5.0,positive
"Five things about this product:
1. Ocean Spray are well-known juice people so you get good juice.
2. If it's a little too sweet for you, dilute it with some still or sparkling water.
3. Great for cocktails of the alcohol variety.
4. Freeze to make juice pops for the kids.
5. All kids I know love this juice.  Just dilute it some so they don't go nuts with the sugar rush.",4.0,positive
"Paste is not gritty enough so my teeth feel ""fuzzy"" when I brush with it. The non fluoride Spearmint version of this brand is the only one that works on me.",2.0,negative
"I bought a bag of 10 of these and the first one out the bag wouldn't go into a 3.5mm jack pass the center section of the plug. I measured it and it was 3.62 mm, too big to fit in the jack. So I measured the center section on all of them and they ranged from 3.42-3.62mm with the majority measuring 3.47mm. I just happened to pick the bad one first. These are still a decent deal when you know there might be 1 or 2 bad ones in the lot and are prepared for it.",2.0,negative
"I have thick curly hair and this conditioner doesn't really do anything for it, it doesn't moisturize it and I have to use a second conditioner because this one doesn't really help get rid of tangles either.",2.0,negative
I really enjoy smuckers squeeze jelly! It helps keep the mess to a minimum,4.0,positive
Love this soup,5.0,positive
"Bland, uber bland.  I have tried heating it, using it in salads cold, seasoning it.  It just isn't as good as other crab meat (canned) that I have had before.",2.0,negative
YUM!  Great soup - makes an easy meal and is quite handy to have around.  I purchase a case at a time.  Tastes almost like home-made.,4.0,positive
"Why Bother With Reviews, Amazon deletes the truth when it hurts.",1.0,negative
made alot,5.0,positive
the humidity is 6-8 5 off & temp. is 2 degrees off. & seller has not got back to me.,2.0,negative
Nasty after tast,1.0,negative
"Well it's white, it's silicone acrylic, and I used it around the bathtub.  It's a simple cut the tube tip to a slant (larger or smaller) depending on the amount you will be need to squeeze out and VOILA really!  It was a good price and pretty easy to use.  Two weeks later, it's still there so I can't complain.

3 Weeks later update:  This silicone is no longer white. It is now cream/off-white color now and has a matte finish.  Just letting you know:)  I will not be purchasing again.",1.0,negative
"Ah oatmeal, a breakfast staple.
I, a humble college student, bought this oatmeal so I could feast upon the grand oat whenever I so choose.
Without a stovetop, I set on a journey to make oatmeal in the microwave. After a few defeats, I became triumphant and feasted upon these grand oats from the quakers. I am very pleased with the flavor and would recommend.",4.0,positive
Arrived in same box my fabric softener and clothes soap.  My oats tasted like chemicals.  Also it's the tiny container of oats.,1.0,negative
"I use these all the time to make soup ahead, portion, and freeze for my lunches. Like most plastic, they are brittle when frozen, but usually it is only the rim that cracks if you happen to drop them while frozen. After many cycles in the microwave and dishwasher they are unstained and still tight fitting.",5.0,positive
I was expecting great things for this product. But it's a big yuck.,1.0,negative
"Decent caster, but brittle. I had 4 break without a lot of weight on them. They were in a trailer and bounced a bit and the wheels broke in half.",1.0,negative
"One thing I miss in the winter months is fruit.  I try to stock my cabin up with the canned that I love the most.

This one is one of my favorites as it has a nice variety of fruits in it and the syrup is not too sweet for me.  Plus, Vitamins!!

The nearest store is 40 minutes away so I really appreciate delivery to my door.

Taste is excellent and the size of the can will give me a couple of servings.

Most highly recommended...",5.0,positive
Nice!,4.0,positive
Does not hold well at all. Hook and loops are to small to stick together.,2.0,negative
It's ketchup !,4.0,positive
Great spicy chips!,5.0,positive
Got my money back because the product did not do the job I expected.,1.0,negative
I think they must have changed the recipe a little - these seemed to be a little gritty.,4.0,positive
"Stale,,,,past the expiration date,",1.0,negative
"they were crispy and all, but the flavor wasn't to my liking",2.0,negative
What a great deal. Thank you. What a great price!!!!,5.0,positive
I wish the bottles were larger.,4.0,positive
"Wonderful flavor!

Thick and tasty.  You can actually see and know what each vegetable is in the bowl.

The can provides two servings (1 cup each) without the need to add water.

This is the only Minestrone soup I have found that consistently tastes great.

I highly recommend this soup.",5.0,positive
good taste,5.0,positive
"To me it's really bland like most of their soups.  I find myself adding garlic, oregano, Italian Seasoning, etc. and doctoring it to my taste.  Lots of pasta and stuff in it and otherwise good.",4.0,positive
dented can,1.0,negative
"Hello fellow Amazonians:
We purchased a number of these items based on the seemingly positive reviews it has. Unfortunately, they were constructed with poor quality materials and rather shoddily put together. I wish we had an option of not buying poorly made Chinese made products or products other countries who don't really have our interests in mind other than to sell thing to us. Unfortunately we'll be returning these items in search of a better quality product state side. Shame.",1.0,negative
"Not what I expected. Pictures did not show how the product really was. I followed the instructions for cooking and tried it with some chicken. The texture feels like plastic, it does not have any taste. I had to throw the whole box in the garbage. Personally I don't like it and would have liked to have seen in pictures how this item really was inside the packet, because I would not have bought this.",1.0,negative
Taste like peaches,5.0,positive
Never buy anything from xyzprinting they will not honor their Warranty if the product is defective and they have zero support if something goes wrong with the product. Worst company ever. Never ever buy anything from them ever.,1.0,negative
"sounded so good, but didn't really like it",2.0,negative
"I can't see the small picture, but if this is the French Vanilla: it was an old box or moisture got to it & was cracked open on the bottom. For Shame. Other than that, I guess it'll be fine, I hvnt tasted it, wondering if I should, they are individually sealed so...",2.0,negative
yummy,4.0,positive
Good,5.0,positive
"Beware, the chemical poison BHT included in small dosages as a way of preserving this item.

enough bht buildup can damage your body and or worse.  Most countries make it illegal for companies to sell foods containing bht.  the USA is one of the few that put the businesses before it's citizens and allow for such misconduct.

hopefully you will read this and think seriously about yours families health and start paying attention to what is foods",1.0,negative
"I like to keep a lot of dried fruits in our pantry. They're useful for all kinds of things. Camping. The lunch box. Snacks. With meals. You name it. They provide almost the nutrition of the fresh fruit plus a lot of fiber. As such, I've always got my eye out for possibilities and yesterday I came across a 40-ounce bag of ""Made In Nature Calimyrna Figs"" at my local warehouse store. Into the cart it went. They're organic, sun dried and unsulfured. They're quite good figs but I've had better tasting figs and these are a little drier than most I've had. They also seem a little less sweet. That's OK. They won't last long. I'll take the bag along on a camping trip next week.

Gary Peterson",4.0,positive
As described prompt shipping,4.0,positive
"I had some trouble going through stainless. I have cut one pilot hole and it was difficult. I tried the 2nd one going fairly slow and using cutting fluid.. The bit never got hot at all but still will barely make a dent in the stainless. Maybe I just got a bad one, but I wouldn't recommend it for stainless steel. There are plenty of positive reviews on this bit, that's why I bought it, but it's not working very well for me.",2.0,negative
"not a very good product as it has only one stripe that goes under the product you are trying to carry --one stripe is not enough as it will not keep the balance at all where the safety comes to a question. Will not use it for anything at all. Wasted my money, had high hopes for it but disappointed.

for the safety aspect I will never recommend this product -- otherwise they used good material I have to say.",1.0,negative
"Hard to give it five stars when Amazon calls that ""love it"".  It's a sponge, for cryin' out loud, not some great food dish or innovative gadget.",4.0,positive
Great crackers,4.0,positive
"So when this soup first hit the market about a decade ago it blew my mind. It had nice big bits of chicken in it, and was loaded with vegetables and rice. The flavor was mind blowing full of herbs tasted better than fresh homemade soup, in fact for years I have tried with my homemade soups to get the same amazing sage flavor that was in this canned soup and have failed.

I loved this soup and then it was gone, couldn't find it anywhere anymore.

I was so happy when I found this on Amazon. It came I opened the box heated up a can right away and was so disappointed.

There are hardly any pieces of chicken in it now, seriously there were like two pieces of chicken in the first can I opened. Hardly any veg, except for tons of nice cheap carrots, how do I know carrots are cheap, because that's what this is a can of carrots. There is not even much rice in it. Worst of all the flavor is gone, no more amazing herby greatness, just kind of a watered down version of it's former self.

It went from being an amazing product to being substandard, It's not even on the same level as Campbell's or Progresso anymore.  Sad.",1.0,negative
"Good scent, but it pumps out too much soap at once which means it runs out fast if you're not careful.",4.0,positive
All okay - No Issues.,4.0,positive
"Not sure what the ""natural flavors"" are, so I won't be ordering these again, unless I can find out (am writing to the company). I can't eat anything with MSG in it so until I'm sure, not reordering. Tasty though!",4.0,positive
"Save your money, this has got to be the biggest piece of crap I have ever bought.  The resistors, capacitors, and jumpers will not even stay in the breadboard, if you just slightly touch them the either make or break contact.
The only good thing about this kit is the power supply that comes with the kit.",1.0,negative
the Rubbermaid trash can is great and a rubber type of material with a dull red finish this lid however is a shiny plastic so i really don't think it will last as long as the can will.,2.0,negative
They had a little after taste to me.  My granddaughter wasn't a big fan of them either. She may not like pumpkin. Would like to purchase other flavors to see. I would be interested in coupons.,4.0,positive
Fast Shipping large order! Thank You! AA++,5.0,positive
"Boring!  Not as ""Peanut Buttery"" as I had hoped.",2.0,negative
thanks,4.0,positive
"Didn't stop the leak, and I wrapped it so tight the pipe was flexing.",2.0,negative
very good,5.0,positive
ok,4.0,positive
"The tube that I got had different amounts of product.

The epoxy never set and remained soft when attempting to repair a nylon connector, even
when parts were mixed equally.

It fixed the cracked refrigerator shelf, but did not stand up to any pressure when weight was applied, breaking.

The tube dried up after careful wiping between uses and became jammed.

If you need a light tan / white color for your plastic repair, this may be the only alternative. It only works on hard plastics.

I got excellent strength and bonding results on soft and hard plastic with the J-B Weld Steel Reinforced Epoxy product, although it dries with a dark gray color.",1.0,negative
"This pump turned out to be noisy, and id didn't work right.  I called Shurflo, they said it wasn't really the best fit for an RV, and they offered to send me a replacement membrane kit, that they said would make it work better.  I just sent the pump back and bought the ""Shurflo 4008-101-E65"" right here on amazon.  It is much, much better for RV use.",2.0,negative
"These cracker was cracked up. I feel they was pack wrong, because I have order cookies before. Other wise they is a good source of crackers.",1.0,negative
"I was very disappointed when I received this product.  I thought it would be of higher quality and material.  I own a ""human"" otoscope and was hoping this would be similar.  After attaching the head to the handle, the head actually ""rattled"" and moved.  It was not a secure or a tight fit on the base handle.  I took it apart a few times and tried to adjust it, but it stayed the same.  It also came with broken, plastic ear pieces which would not attach to the light head.  I sent the entire item back and have not purchased another item yet.  If you have any experience with medical equipment, this item does not even come close to professional equipment.  I wouldn't even keep it for home use because it just seemed cheaply made.",2.0,negative
I did not like the taste of the tea. I don't think it helped with milk production.,2.0,negative
Poor quality product.  Does not need to be on market?,1.0,negative
I separated the 2lbs into 1lb each for the freezer and the fridge. So far the yeast has worked well and consistently for the five months I've had it.,5.0,positive
I like it because it's not bitter like Starbucks.,4.0,positive
"Terrible is not a strong enough word.  Bug Spray. Lotion. Think of something bitter and nasty tasting...then you're close.  This is BAD.  Perhaps I just got a bad batch, but I tried 2 cans of this (in case one was just a fluke).  Wow. Worst ever taste from any carbonated drink, bar none.

Bear in mind, I am a heavy user of sparkling water.  From Perrier to La Croix to store brand lime selzer, I have tried it all.  Further, I have enjoyed or at least tolerated most of it.  This...this ""Tangerine"" Pure Life Exotics...just spray some Off or Cutter bug spray on your tongue instead.  Seriously, AVOID THIS.  I also got the Exotics Lime, Mango, and Strawberry Dragon Fruit. All were at least acceptable.  Lime is actually great, one of my favorite Lime selzers in any brand.  Mango is decent.  Strawberry Dragon Fruit is strange, but grew on my so that I actually have a pang for it now.

Avoid Tangerine Pure Life Exotics.  Or, if you doubt me, buy it, drink one can, then write an apology for not believing me.  It's bad people.  You've been warned.",1.0,negative
This is decent but the cost takes a point or two off the experience.,4.0,positive
"They don't seem to work very well, even when it's still stuck on.",2.0,negative
These are just as good as the name brand Imodium always good to have on hand especially at work.,4.0,positive
"I call them ""popcorn"" as they have a habit of popping and smoking. These stepsticks have no protection from either the power supply or other devices.",2.0,negative
"If you are looking to add fish to your diet, but sometimes find tuna to be a little too ""fishy"" then here is your solution.

Yes, it's still fish, but it's sort of like how white meat chicken is compared to dark meat chicken - a little drier and a little less deeper flavor. It makes it great if your family aren't a bunch of fish fans.",5.0,positive
as expected!,4.0,positive
A good value for a junk food.,4.0,positive
"Too acidic, worse flavor. I prefer New England brand: smooth, strong enough for my taste.",2.0,negative
"My husband and I have always loved the Progresso Soups, especially the Tomato Basil and the Chicken Enchilada but I can't find the latter anywhere, nor the Tomato& Basil even on Amazon.  A cup of this soup and a sandwich are a perfect meal on a cold winter day, sometimes it even serves as a dinner for this senior couple, it helps to keep the budget in (our) line.",4.0,positive
"Great product, great snack for my kids. Prime pantry saves me a trip to the grocery store! Arrived in good condition with a good shelf life.",5.0,positive
"Tiny package, good chips",4.0,positive
"I struggled with the strap arrangement, especially the ""safety"" strap.
It's too short
The rear strap slips off the back of the motor.
The handle sits so close to the motor top, I can barely get fingers under it.
Some metal lifting ring or hook would surely slice up the paint on the top.
Good idea I suppose but it did not work for a brand new Merc 8hp 4 stroke motor.",2.0,negative
Screen is extremely difficult to read. Micro-switch (on/off) works poorly. No blue clips provided for quick connects,2.0,negative
GREAT,5.0,positive
Heavy taste of preservatives barely edible,2.0,negative
Progresso vegetarian soups are absolutely delicious and extremely convenient. They have pop off tops so no CanOpener is needed. You can hit it in the microwave or the stovethis makes a nice meal for one person. Please do check prices as they tend to go up and down.,5.0,positive
"My child loves Ding Dongs, but these cakes arrived stale and tasted like they were old.",1.0,negative
I never could eat a whole bag of popcorn so half was wasted. This pack is just right and one of the tastiest popcorn.,5.0,positive
Works horrible. Your better off buying the spray bottle versus these as these streak big time. Totally worthless. Save your $ and get the spray.,1.0,negative
"Not the quality you can relied on!  The crimp material is made of inadequate material SOFT ALUMINUM.  After the crimp, in 2 places on each side, the wire is not held secure, I pulled it out with little effort. This goes for all of these items I am reviewing.  When I was first hired after college, the guy I was assigned to sat me down with a pair of crimpers and 500 wires, for 18 gauge to 12 gauge, told me to put the proper crimp inline terminals on the end of the wire and call him when I was through. Needless to say, it took some time, strip, crimp and go to the next. Bob (his real name is Robert) came back sat down and proceeded to check each crimp using a pliers to pull on the crimp after wrapping the wire around a conduit pipe.  None could be pulled loose by him.  He looked at me and said: ""You can work with me!""  We were together as a team for 4 years. I understand crimps, these are not crimps, the internal metal crimp appears to be SOFT ALUMINUM. This means you cannot solder them in a pinch and then slide the insulator on to the crimp and tape for a temporary fix.  NO I DO NOT RECCOMEND FOR ANY USE TO ANYONE for ANY JOB.",1.0,negative
"I bought these because I wanted to move away from Clorox, both due to animal cruelty issues and wanting to use fewer chemicals. However these wipes smell like motor oil or fuel or something else that is chemically and foul. It's not just me; both my daughters hate them too. Don't buy these if you have a sensitive sense of smell.
The odor does dissipate quickly, but not quick enough.",2.0,negative
Sticky and leaves a film.,1.0,negative
Donated to Arms Outstretched Ministry for military families in need.,5.0,positive
Way to thick and useless for small connections viscosity to thick,1.0,negative
artificial taste.,2.0,negative
Too small to do much with.,1.0,negative
"Very small can, smaller than it appears on the information page.  I will not be ordering this again, the size does not justify the cost.",2.0,negative
Just the right size for a small portion of tuna salad to be made into a salad or sandwich.,5.0,positive
"I'm not quite sure what ""home style"" means but, I like it!",5.0,positive
We will see,5.0,positive
Its not coke by any means!,2.0,negative
